,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
Saskatchewan,0.529,0.443,2,-8.966,1,0.0281,0.0153,0.000806,0.114,0.0888,123.987,audio_features,6j9WfeZntMAy9rl8txpK7g,spotify:track:6j9WfeZntMAy9rl8txpK7g,https://api.spotify.com/v1/tracks/6j9WfeZntMAy9rl8txpK7g,https://api.spotify.com/v1/audio-analysis/6j9WfeZntMAy9rl8txpK7g,264827,3,0,"['indie quebecois', 'pop quebecois', 'rock quebecois']"
Ultralight Beam,0.591,0.398,8,-8.731,1,0.431,0.624,0.0,0.539,0.348,105.956,audio_features,6aEgrTRLSRQ0FIrvOwcOE6,spotify:track:6aEgrTRLSRQ0FIrvOwcOE6,https://api.spotify.com/v1/tracks/6aEgrTRLSRQ0FIrvOwcOE6,https://api.spotify.com/v1/audio-analysis/6aEgrTRLSRQ0FIrvOwcOE6,320680,4,0,"['chicago rap', 'rap']"
Everything Sux,0.374,0.997,4,-5.902,1,0.0725,0.176,0.0,0.405,0.332,104.525,audio_features,0LDAMbrDwcMlH94AG9VYwW,spotify:track:0LDAMbrDwcMlH94AG9VYwW,https://api.spotify.com/v1/tracks/0LDAMbrDwcMlH94AG9VYwW,https://api.spotify.com/v1/audio-analysis/0LDAMbrDwcMlH94AG9VYwW,90200,4,44,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']"
Snake Head,0.29,0.716,1,-5.737,0,0.0333,2.18e-05,0.591,0.352,0.505,166.366,audio_features,4n6cJNGsk0dz6ng922sZeV,spotify:track:4n6cJNGsk0dz6ng922sZeV,https://api.spotify.com/v1/tracks/4n6cJNGsk0dz6ng922sZeV,https://api.spotify.com/v1/audio-analysis/4n6cJNGsk0dz6ng922sZeV,138680,4,0,"['canadian shoegaze', 'etherpop', 'indie punk']"
That Joke Isn't Funny Anymore,0.165,0.709,1,-7.409,0,0.0564,0.0167,0.000257,0.286,0.338,57.02,audio_features,48veRDsAEBOJJnVnnabV99,spotify:track:48veRDsAEBOJJnVnnabV99,https://api.spotify.com/v1/tracks/48veRDsAEBOJJnVnnabV99,https://api.spotify.com/v1/audio-analysis/48veRDsAEBOJJnVnnabV99,297587,4,50,"['dance rock', 'madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
My Funny Valentine,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,audio_features,1gwiVgRnn1yuDJDZ60s0Z5,spotify:track:1gwiVgRnn1yuDJDZ60s0Z5,https://api.spotify.com/v1/tracks/1gwiVgRnn1yuDJDZ60s0Z5,https://api.spotify.com/v1/audio-analysis/1gwiVgRnn1yuDJDZ60s0Z5,141133,4,19,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']"
Bouge,0.832,0.779,6,-6.671,0,0.136,0.0146,0.771,0.0678,0.885,108.026,audio_features,1yRjTDmVJhHKJg9tjw773M,spotify:track:1yRjTDmVJhHKJg9tjw773M,https://api.spotify.com/v1/tracks/1yRjTDmVJhHKJg9tjw773M,https://api.spotify.com/v1/audio-analysis/1yRjTDmVJhHKJg9tjw773M,157778,4,6,['new french touch']
Jianni's from Australia (She'll Get By Fine),0.532,0.686,4,-7.569,1,0.0342,0.275,5.75e-06,0.217,0.411,108.638,audio_features,1K96cDHhmM9q1Zdj4GzlTT,spotify:track:1K96cDHhmM9q1Zdj4GzlTT,https://api.spotify.com/v1/tracks/1K96cDHhmM9q1Zdj4GzlTT,https://api.spotify.com/v1/audio-analysis/1K96cDHhmM9q1Zdj4GzlTT,265850,4,46,['london indie']
Real Friends,0.481,0.752,6,-6.242,0,0.448,0.262,0.000417,0.138,0.118,80.631,audio_features,6C4j3qW5h6GjvF5FbcoBvz,spotify:track:6C4j3qW5h6GjvF5FbcoBvz,https://api.spotify.com/v1/tracks/6C4j3qW5h6GjvF5FbcoBvz,https://api.spotify.com/v1/audio-analysis/6C4j3qW5h6GjvF5FbcoBvz,251573,4,0,"['chicago rap', 'rap']"
Hereditary,0.533,0.743,1,-6.671,0,0.0959,0.871,0.847,0.759,0.743,97.544,audio_features,0SC6bK22QGoX8EdgFM13Gv,spotify:track:0SC6bK22QGoX8EdgFM13Gv,https://api.spotify.com/v1/tracks/0SC6bK22QGoX8EdgFM13Gv,https://api.spotify.com/v1/audio-analysis/0SC6bK22QGoX8EdgFM13Gv,86587,4,43,"['hip hop', 'rap', 'underground hip hop']"
Bloom,0.555,0.585,2,-6.672,1,0.0272,0.0149,0.86,0.0707,0.0803,130.004,audio_features,0vtX8UMG38p7IXpP4lZJ2z,spotify:track:0vtX8UMG38p7IXpP4lZJ2z,https://api.spotify.com/v1/tracks/0vtX8UMG38p7IXpP4lZJ2z,https://api.spotify.com/v1/audio-analysis/0vtX8UMG38p7IXpP4lZJ2z,195692,4,58,"['chillwave', 'ninja']"
"Raid (feat. M.e.d. Aka Medaphor, Lord Quas, WildChild, Viktor Vaughn & Stacy Epps)",0.415,0.876,11,-6.441,0,0.468,0.718,0.0,0.216,0.573,201.65,audio_features,3hC59jHtVcmSSp4y9JCmPK,spotify:track:3hC59jHtVcmSSp4y9JCmPK,https://api.spotify.com/v1/tracks/3hC59jHtVcmSSp4y9JCmPK,https://api.spotify.com/v1/audio-analysis/3hC59jHtVcmSSp4y9JCmPK,150600,4,0,"['alternative hip hop', 'hip hop', 'rap', 'underground hip hop']"
J'pourrais pas vivre avec toi,0.403,0.936,4,-6.789,0,0.034,0.000268,0.0,0.322,0.966,95.224,audio_features,7avXxd2QUIQvMdD5NKD1e7,spotify:track:7avXxd2QUIQvMdD5NKD1e7,https://api.spotify.com/v1/tracks/7avXxd2QUIQvMdD5NKD1e7,https://api.spotify.com/v1/audio-analysis/7avXxd2QUIQvMdD5NKD1e7,192093,4,13,"['canadian garage rock', 'indie quebecois', 'rock quebecois']"
40 oz On Repeat,0.561,0.96,2,-2.331,1,0.11,0.000539,0.000341,0.476,0.345,119.998,audio_features,1BBXvRZTsaEqOFb2VsKcW2,spotify:track:1BBXvRZTsaEqOFb2VsKcW2,https://api.spotify.com/v1/tracks/1BBXvRZTsaEqOFb2VsKcW2,https://api.spotify.com/v1/audio-analysis/1BBXvRZTsaEqOFb2VsKcW2,233026,4,0,"['australian garage punk', 'garage rock', 'indie garage rock', 'modern rock', 'noise pop']"
Drunk Drivers/Killer Whales,0.534,0.414,2,-7.952,1,0.0403,0.218,2.11e-06,0.103,0.458,117.079,audio_features,2os0aK782bakCPmjow0SU0,spotify:track:2os0aK782bakCPmjow0SU0,https://api.spotify.com/v1/tracks/2os0aK782bakCPmjow0SU0,https://api.spotify.com/v1/audio-analysis/2os0aK782bakCPmjow0SU0,374653,4,60,"['alternative rock', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop']"
"Marche, Pt. 1",0.674,0.544,2,-8.619,0,0.045,0.93,0.443,0.153,0.0384,108.007,audio_features,7vmzO6wvMSqxp4AvKVwZX7,spotify:track:7vmzO6wvMSqxp4AvKVwZX7,https://api.spotify.com/v1/tracks/7vmzO6wvMSqxp4AvKVwZX7,https://api.spotify.com/v1/audio-analysis/7vmzO6wvMSqxp4AvKVwZX7,124444,4,7,['new french touch']
(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem),0.436,0.452,2,-7.702,1,0.0257,0.334,0.000843,0.0867,0.401,106.07,audio_features,1YDusPefmnJBkm9Kjn7dqY,spotify:track:1YDusPefmnJBkm9Kjn7dqY,https://api.spotify.com/v1/tracks/1YDusPefmnJBkm9Kjn7dqY,https://api.spotify.com/v1/audio-analysis/1YDusPefmnJBkm9Kjn7dqY,337107,4,52,"['alternative rock', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop']"
Par le chignon du cou,0.601,0.516,6,-8.605,1,0.0404,0.649,0.0,0.109,0.312,117.717,audio_features,4LHwC9HeDnkO4RBSujOzeS,spotify:track:4LHwC9HeDnkO4RBSujOzeS,https://api.spotify.com/v1/tracks/4LHwC9HeDnkO4RBSujOzeS,https://api.spotify.com/v1/audio-analysis/4LHwC9HeDnkO4RBSujOzeS,174533,4,27,"['indie quebecois', 'montreal indie']"
I'm Torn Up,0.413,0.471,11,-7.364,1,0.0338,0.71,0.0368,0.112,0.194,140.378,audio_features,7mXMvaTBAqxKvetPjyftni,spotify:track:7mXMvaTBAqxKvetPjyftni,https://api.spotify.com/v1/tracks/7mXMvaTBAqxKvetPjyftni,https://api.spotify.com/v1/audio-analysis/7mXMvaTBAqxKvetPjyftni,217120,3,0,"['deep new americana', 'funk', 'indie folk', 'retro soul', 'soul']"
Piece of Mind,0.536,0.869,5,-5.224,0,0.183,0.44,0.0,0.748,0.902,88.733,audio_features,79eDnbSBUXoSaoRPqUhTur,spotify:track:79eDnbSBUXoSaoRPqUhTur,https://api.spotify.com/v1/tracks/79eDnbSBUXoSaoRPqUhTur,https://api.spotify.com/v1/audio-analysis/79eDnbSBUXoSaoRPqUhTur,218635,1,38,"['conscious hip hop', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
"Meat Grinder (feat. M.e.d. Aka Medaphor, Lord Quas, WildChild, Viktor Vaughn & Stacy Epps)",0.537,0.731,6,-8.319,1,0.344,0.351,2.78e-06,0.836,0.874,86.826,audio_features,6W64rkTWrtxwLVKcVbiKlf,spotify:track:6W64rkTWrtxwLVKcVbiKlf,https://api.spotify.com/v1/tracks/6W64rkTWrtxwLVKcVbiKlf,https://api.spotify.com/v1/audio-analysis/6W64rkTWrtxwLVKcVbiKlf,131840,4,0,"['alternative hip hop', 'hip hop', 'rap', 'underground hip hop']"
Into Dust,0.415,0.132,7,-18.839,1,0.0353,0.94,0.137,0.113,0.122,169.006,audio_features,7l5nkTZpoD93OkynN0gcon,spotify:track:7l5nkTZpoD93OkynN0gcon,https://api.spotify.com/v1/tracks/7l5nkTZpoD93OkynN0gcon,https://api.spotify.com/v1/audio-analysis/7l5nkTZpoD93OkynN0gcon,336760,4,57,"['alternative rock', 'dream pop', 'melancholia', 'slow core']"
I'm Doin' My Thang,0.657,0.884,1,-6.721,1,0.351,0.00468,0.0922,0.242,0.635,92.759,audio_features,24x79cBVAJFukcUYl4oKwC,spotify:track:24x79cBVAJFukcUYl4oKwC,https://api.spotify.com/v1/tracks/24x79cBVAJFukcUYl4oKwC,https://api.spotify.com/v1/audio-analysis/24x79cBVAJFukcUYl4oKwC,184414,4,32,"['downtempo', 'jazz boom bap', 'jazztronica', 'livetronica', 'nu jazz', 'slovenian electronic', 'trip hop']"
Scared,0.505,0.4,2,-8.401,1,0.0324,0.453,0.00117,0.125,0.326,114.345,audio_features,6sW8kBQjLE0Jh4JPw43riO,spotify:track:6sW8kBQjLE0Jh4JPw43riO,https://api.spotify.com/v1/tracks/6sW8kBQjLE0Jh4JPw43riO,https://api.spotify.com/v1/audio-analysis/6sW8kBQjLE0Jh4JPw43riO,306320,5,37,"['canadian indie', 'canadian rock', 'kingston on indie', 'ontario indie', 'rock']"
Pink Matter,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,audio_features,1fOkmYW3ZFkkjIdOZSf596,spotify:track:1fOkmYW3ZFkkjIdOZSf596,https://api.spotify.com/v1/tracks/1fOkmYW3ZFkkjIdOZSf596,https://api.spotify.com/v1/audio-analysis/1fOkmYW3ZFkkjIdOZSf596,268813,3,63,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Adult Diversion,0.327,0.948,8,-4.355,1,0.0711,0.0355,0.515,0.126,0.469,177.328,audio_features,2VvfTbJWcguP88dvnpH7hl,spotify:track:2VvfTbJWcguP88dvnpH7hl,https://api.spotify.com/v1/tracks/2VvfTbJWcguP88dvnpH7hl,https://api.spotify.com/v1/audio-analysis/2VvfTbJWcguP88dvnpH7hl,207640,4,35,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']"
Guilt Trip,0.273,0.934,8,-3.561,1,0.078,2.34e-05,8.12e-05,0.0367,0.484,175.265,audio_features,56gs2R4jeqks7X4H1GNgfr,spotify:track:56gs2R4jeqks7X4H1GNgfr,https://api.spotify.com/v1/tracks/56gs2R4jeqks7X4H1GNgfr,https://api.spotify.com/v1/audio-analysis/56gs2R4jeqks7X4H1GNgfr,200627,3,30,"['alternative emo', 'canadian indie', 'canadian pop punk', 'canadian punk', 'indie punk', 'indie rock', 'toronto indie']"
Fare Thee Well (Dink's Song),0.495,0.434,2,-8.079,1,0.0313,0.897,0.000393,0.109,0.23,82.16,audio_features,4uCdzs757AOdKFFiKg19gz,spotify:track:4uCdzs757AOdKFFiKg19gz,https://api.spotify.com/v1/tracks/4uCdzs757AOdKFFiKg19gz,https://api.spotify.com/v1/audio-analysis/4uCdzs757AOdKFFiKg19gz,180400,4,39,['movie tunes']
The Touch,0.345,0.771,11,-5.044,0,0.0643,1.43e-05,0.884,0.111,0.345,151.968,audio_features,6kqcP94KBvrZ7rHNXKXIAT,spotify:track:6kqcP94KBvrZ7rHNXKXIAT,https://api.spotify.com/v1/tracks/6kqcP94KBvrZ7rHNXKXIAT,https://api.spotify.com/v1/audio-analysis/6kqcP94KBvrZ7rHNXKXIAT,255853,4,0,"['canadian shoegaze', 'etherpop', 'indie punk']"
Untouchable,0.616,0.747,8,-4.32,1,0.276,0.223,1.5e-05,0.0951,0.642,111.81,audio_features,4AHZRMJCpscmxygCNtC2Qq,spotify:track:4AHZRMJCpscmxygCNtC2Qq,https://api.spotify.com/v1/tracks/4AHZRMJCpscmxygCNtC2Qq,https://api.spotify.com/v1/audio-analysis/4AHZRMJCpscmxygCNtC2Qq,189893,5,48,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
THat Part,0.927,0.535,6,-7.59,0,0.0911,0.0855,0.0,0.136,0.336,112.96,audio_features,2yJ9GVCLMmzBBfQAnfzlwr,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr,https://api.spotify.com/v1/tracks/2yJ9GVCLMmzBBfQAnfzlwr,https://api.spotify.com/v1/audio-analysis/2yJ9GVCLMmzBBfQAnfzlwr,313573,4,64,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
West Coast,0.3,0.998,4,-1.657,1,0.0712,0.00049,0.0,0.371,0.362,182.043,audio_features,2mOfLllUaeYNUm8QldDlXF,spotify:track:2mOfLllUaeYNUm8QldDlXF,https://api.spotify.com/v1/tracks/2mOfLllUaeYNUm8QldDlXF,https://api.spotify.com/v1/audio-analysis/2mOfLllUaeYNUm8QldDlXF,202573,4,0,"['australian garage punk', 'garage rock', 'indie garage rock', 'modern rock', 'noise pop']"
Better Man,0.395,0.746,7,-4.938,1,0.0447,0.219,0.0,0.123,0.671,188.267,audio_features,7tOYSMYowhxJ0uK3WMoL5n,spotify:track:7tOYSMYowhxJ0uK3WMoL5n,https://api.spotify.com/v1/tracks/7tOYSMYowhxJ0uK3WMoL5n,https://api.spotify.com/v1/audio-analysis/7tOYSMYowhxJ0uK3WMoL5n,140133,4,45,"['funk', 'modern blues', 'soul']"
The Season | Carry Me,0.387,0.726,1,-7.681,1,0.412,0.0998,0.0,0.653,0.632,78.846,audio_features,5G0nSEIT0fGUZY0caM9AnH,spotify:track:5G0nSEIT0fGUZY0caM9AnH,https://api.spotify.com/v1/tracks/5G0nSEIT0fGUZY0caM9AnH,https://api.spotify.com/v1/audio-analysis/5G0nSEIT0fGUZY0caM9AnH,328813,4,52,['escape room']
Wouldn't It Be Nice - Remastered,0.396,0.686,5,-5.607,1,0.0341,0.725,1.04e-06,0.17,0.717,124.318,audio_features,2CQRYn5cTD2B9a1ONjhTN2,spotify:track:2CQRYn5cTD2B9a1ONjhTN2,https://api.spotify.com/v1/tracks/2CQRYn5cTD2B9a1ONjhTN2,https://api.spotify.com/v1/audio-analysis/2CQRYn5cTD2B9a1ONjhTN2,145800,4,56,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
I. The Party,0.489,0.586,6,-10.37,1,0.355,0.249,0.00628,0.15,0.281,155.191,audio_features,4raEiDlfGu9dgeOfqldy0b,spotify:track:4raEiDlfGu9dgeOfqldy0b,https://api.spotify.com/v1/tracks/4raEiDlfGu9dgeOfqldy0b,https://api.spotify.com/v1/audio-analysis/4raEiDlfGu9dgeOfqldy0b,91293,4,0,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
2176,0.595,0.351,7,-9.469,1,0.0912,0.555,0.0,0.165,0.691,128.423,audio_features,42khMXWZYiyt9Yaw3lKgz5,spotify:track:42khMXWZYiyt9Yaw3lKgz5,https://api.spotify.com/v1/tracks/42khMXWZYiyt9Yaw3lKgz5,https://api.spotify.com/v1/audio-analysis/42khMXWZYiyt9Yaw3lKgz5,316960,4,41,"['canadian blues', 'indie quebecois']"
Super Rich Kids,0.739,0.419,3,-8.241,0,0.0854,0.219,0.0,0.196,0.58,60.493,audio_features,0725YWm6Z0TpZ6wrNk64Eb,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/tracks/0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/audio-analysis/0725YWm6Z0TpZ6wrNk64Eb,304760,4,66,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Les couteaux à beurre,0.452,0.266,9,-10.295,0,0.0325,0.805,1.44e-05,0.109,0.172,109.662,audio_features,0PGgREyJeRF4ETd6ejnfBG,spotify:track:0PGgREyJeRF4ETd6ejnfBG,https://api.spotify.com/v1/tracks/0PGgREyJeRF4ETd6ejnfBG,https://api.spotify.com/v1/audio-analysis/0PGgREyJeRF4ETd6ejnfBG,191373,4,29,"['indie quebecois', 'montreal indie']"
Rejoice,0.484,0.112,7,-8.148,1,0.0297,0.842,5.21e-06,0.106,0.12,100.926,audio_features,1URhjZLfCUOKroijjKGtOJ,spotify:track:1URhjZLfCUOKroijjKGtOJ,https://api.spotify.com/v1/tracks/1URhjZLfCUOKroijjKGtOJ,https://api.spotify.com/v1/audio-analysis/1URhjZLfCUOKroijjKGtOJ,213800,4,38,"['ambient folk', 'art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']"
To Be Alone With You,0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116,audio_features,3tchJ8gDgMdaSxpaLxlr1F,spotify:track:3tchJ8gDgMdaSxpaLxlr1F,https://api.spotify.com/v1/tracks/3tchJ8gDgMdaSxpaLxlr1F,https://api.spotify.com/v1/audio-analysis/3tchJ8gDgMdaSxpaLxlr1F,168040,4,61,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
